Title,Authors,Published,Updated,Summary,ID,Categories,Real_Categories
Nucleon form factors with Nf=2 dynamical twisted mass fermions,"['C. Alexandrou', 'T. Korzec', 'G. Koutsou', 'R. Baron', 'P. Guichon', 'M. Brinet', 'J. Carbonell', 'P. -A. Harraud', 'K. Jansen']",2009-10-19T06:36:38Z,2009-10-22T08:27:02Z,"We present results on the electromagnetic and axial nucleon form factors
using two degenerate flavors of twisted mass fermions on lattices of spatial
size 2.1 fm and 2.7 fm and a lattice spacing of about 0.09 fm. We consider pion
masses in the range of 260-470 MeV. We chirally extrapolate results on the
nucleon axial ch arge, the isovector Dirac and Pauli root mean squared radii
and magnetic moment to the physical point and co mpare to experiment.",http://arxiv.org/abs/0910.3309v2,[],[]
"Delta electromagnetic form factors and quark transverse charge densities
  from lattice QCD","['C. Alexandrou', 'T. Korzec', 'G. Koutsou', 'C. Lorcé', 'V. Pascalutsa', 'M. Vanderhaeghen', 'J. W. Negele', 'A. Tsapalis']",2009-10-17T16:32:00Z,2009-10-17T16:32:00Z,"We discuss the techniques to extract the electromagnetic Delta form factors
in Lattice QCD. We evaluate these form factors using dynamical fermions with
smallest pion mass of about 350 MeV. We pay particular attention to the
extraction of the electric quadrupole form factor that signals a deformation of
the Delta. The magnetic moment of the $\Delta$ is extrapolated using a chiral
effective field theory. Using the form factors we evaluate the transverse
density distributions in the infinite momentum frame showing deformation in the
Delta.",http://arxiv.org/abs/0910.3315v1,[],[]
QCD Equation of State and Hadron Resonance Gas,"['P. Huovinen', 'P. Petreczky']",2009-12-13T22:41:43Z,2010-05-03T14:57:09Z,"We compare the trace anomaly, strangeness and baryon number fluctuations
calculated in lattice QCD with expectations based on hadron resonance gas
model. We find that there is a significant discrepancy between the hadron
resonance gas and the lattice data. This discrepancy is largely reduced if the
hadron spectrum is modified to take into account the larger values of the quark
mass used in lattice calculations as well as the finite lattice spacing errors.
We also give a simple parametrization of QCD equation of state, which combines
hadron resonance gas at low temperatures with lattice QCD at high temperatures.
We compare this parametrization with other parametrizations of the equation of
state used in hydrodynamical models and discuss differences in hydrodynamic
flow for different equations of state.",http://arxiv.org/abs/0912.2541v2,[],[]
Electromagnetic form factors of the Delta with D-waves,"['G. Ramalho', 'M. T. Pena', 'Franz Gross']",2010-02-22T19:22:23Z,2010-06-26T17:55:24Z,"The electromagnetic form factors of the Delta baryon are evaluated within the
framework of a covariant spectator quark model, where S and D-states are
included in the $\Delta$ wave function. We predict all the four Delta multipole
form factors: the electric charge GE0, the magnetic dipole GM1, the electric
quadrupole GE2 and the magnetic octupole GM3. We compare our predictions with
other theoretical calculations. Our results are compatible with the available
experimental data and recent lattice QCD data.",http://arxiv.org/abs/1002.4170v2,[],[]
Distribution Functions of the Nucleon and Pion in the Valence Region,"['Roy J. Holt', 'Craig D. Roberts']",2010-02-25T01:48:29Z,2010-03-05T00:25:01Z,"We provide an experimental and theoretical perspective on the behavior of
unpolarized distribution functions for the nucleon and pion on the
valence-quark domain; namely, Bjorken-x \gtrsim 0.4. This domain is key to much
of hadron physics; e.g., a hadron is defined by its flavor content and that is
a valence-quark property. Furthermore, its accurate parametrization is crucial
to the provision of reliable input for large collider experiments. We focus on
experimental extractions of distribution functions via electron and muon
inelastic scattering, and from Drell-Yan interactions; and on theoretical
treatments that emphasize an explanation of the distribution functions,
providing an overview of major contemporary approaches and issues.
Valence-quark physics is a compelling subject, which probes at the heart of our
understanding of the Standard Model. There are numerous outstanding and
unresolved challenges, which experiment and theory must confront. In connection
with experiment, we explain that an upgraded Jefferson Lab facility is
well-suited to provide new data on the nucleon, while a future electron ion
collider could provide essential new data for the mesons. There is also great
potential in using Drell-Yan interactions, at FNAL, J-PARC and GSI, to push
into the large-x domain for both mesons and nucleons. We argue furthermore that
explanation, in contrast to modeling and parametrization, requires a widespread
acceptance of the need to adapt theory: to the lessons learnt already from the
methods of nonperturbative quantum field theory; and a fuller exploitation of
those methods.",http://arxiv.org/abs/1002.4666v3,[],[]
Hadron Physics: The Essence of Matter,"['Lei Chang', 'Craig D. Roberts']",2010-03-25T21:21:22Z,2010-04-08T20:41:06Z,"Dynamical chiral symmetry breaking (DCSB) is a remarkably effective mass
generating mechanism. It is also, amongst other things, the foundation for a
successful application of chiral effective field theories, the origin of
constituent-quark masses, and intimately connected with confinement in QCD.
Using the Dyson-Schwinger equations (DSEs), we explain the origin and nature of
DCSB, and elucidate some of its consequences, e.g.: a model-independent result
for the pion susceptibility; the generation of a quark anomalous chromomagnetic
moment, which may explain the longstanding puzzle of the a_1-rho mass
splitting; its impact on the behaviour of the electromagnetic pion form factor
-- thereby illustrating how data can be used to chart the momentum-dependence
of the dressed-quark mass function; in the form of the pion and kaon
valence-quark parton distribution functions, and the relation between them; and
aspects of the neutron's electromagnetic form factors, in particular
F_1^u/F_1^d and G_M^n. We argue that in solving QCD, a constructive feedback
between theory and extant and forthcoming experiments will most rapidly enable
constraints to be placed on the infrared behaviour of QCD's \beta-function, the
nonperturbative quantity at the core of hadron physics; and emphasise
throughout the role played by confrontation with data as a means of verifying
our understanding of Nature.",http://arxiv.org/abs/1003.5006v2,[],[]
Empirically Charting Dynamical Chiral Symmetry Breaking,"['Lei Chang', 'Craig D. Roberts']",2010-04-11T22:02:55Z,2010-04-11T22:02:55Z,"We provide a snapshot of recent progress in hadron physics made using QCD's
Dyson-Schwinger equations, reviewing the generation of a quark anomalous
chromomagnetic moment, which may explain the longstanding puzzle of the
$a_1$-$\rho$ mass splitting, and the form of the pion and kaon valence-quark
parton distribution functions.",http://arxiv.org/abs/1004.1848v1,[],[]
Exposing the dressed quark's mass,"['H. L. L. Roberts', 'L. Chang', 'I. C. Cloet', 'C. D. Roberts']",2010-07-21T06:37:52Z,2010-07-21T06:37:52Z,"This snapshot of recent progress in hadron physics made in connection with
QCD's Dyson-Schwinger equations includes: a perspective on confinement and
dynamical chiral symmetry breaking (DCSB); a pre'cis on the physics of
in-hadron condensates; results on the hadron spectrum, including
dressed-quark-core masses for the nucleon and Delta, their first radial
excitations, and the parity-partners of these states; an illustration of the
impact of DCSB on the electromagnetic pion form factor, thereby exemplifying
how data can be used to chart the momentum-dependence of the dressed-quark mass
function; and a prediction that F_1^{p,d}/F_1^{p,u} passes through zero at
Q^2\approx 5m_N^2 owing to the presence of nonpointlike scalar and axial-vector
diquark correlations in the nucleon.",http://arxiv.org/abs/1007.3566v1,[],[]
"Impact of dynamical chiral symmetry breaking on meson structure and
  interactions","['H. L. L. Roberts', 'L. Chang', 'C. D. Roberts']",2010-07-25T10:29:11Z,2010-07-25T10:29:11Z,"We provide a glimpse of recent progress in meson physics made via QCD's
Dyson-Schwinger equations with: a perspective on confinement and dynamical
chiral symmetry breaking (DCSB); a pre'cis on the physics of in-hadron
condensates; results for the masses of the \pi, \sigma, \rho, a_1 mesons and
their first-radial excitations; and an illustration of the impact of DCSB on
the pion form factor.",http://arxiv.org/abs/1007.4318v1,[],[]
"Minimum Shear Viscosity over Entropy Density at Phase Transition? --- A
  Counterexample","['Jiunn-Wei Chen', 'Chang-Tse Hsieh', 'Han-Hsin Lin']",2010-10-15T10:59:31Z,2010-11-18T18:04:44Z,"The ratio eta/s, shear viscosity (eta) to entropy density (s), reaches its
local minimum at the (second order) phase transition temperature in a wide
class of systems. It was suspected that this behavior might be universal.
However, a counterexample is found in a system of two weakly self-interacting
real scalar fields with one of them condensing at low temperatures while the
other remains in the symmetric phase. There is no interaction between the two
fields. The resulting eta/s is monotonically decreasing in temperature despite
the phase transition.",http://arxiv.org/abs/1010.3119v2,[],[]
Quark spectral density and a strongly-coupled QGP,"['Si-xue Qin', 'Lei Chang', 'Yu-xin Liu', 'Craig D. Roberts']",2010-10-20T15:30:42Z,2010-10-20T15:30:42Z,"The maximum entropy method is used to compute the dressed-quark spectral
density from the self-consistent numerical solution of a rainbow truncation of
QCD's gap equation at temperatures above that for which chiral symmetry is
restored. In addition to the normal and plasmino modes, the spectral function
also exhibits an essentially nonperturbative zero mode for temperatures
extending to 1.4-1.8-times the critical temperature, T_c. In the neighbourhood
of T_c, this long-wavelength mode contains the bulk of the spectral strength
and so long as this mode persists, the system may fairly be described as a
strongly-coupled state of matter.",http://arxiv.org/abs/1010.4231v1,[],[]
Hadron Structure and Form Factors,['C. Alexandrou'],2010-11-16T11:37:02Z,2010-12-09T18:51:03Z,"We review recent results on hadron form factors and nucleon generalized
parton distibutions obtained with dynamical lattice QCD simulations. We discuss
lattice artifacts and open questions, and present the connection of lattice
results to hadron structure and to the corresponding quantities measured in
experiment.",http://arxiv.org/abs/1011.3660v2,[],[]
Axial Nucleon form factors from lattice QCD,"['C. Alexandrou', 'M. Brinet', 'J. Carbonell', 'M. Constantinou', 'P. A. Harraud', 'P. Guichon', 'K. Jansen', 'T. Korzec', 'M. Papinutto']",2010-12-03T21:29:58Z,2010-12-12T16:29:09Z,"We present results on the nucleon axial form factors within lattice QCD using
two flavors of degenerate twisted mass fermions. Volume effects are examined
using simulations at two volumes of spatial length $L=2.1$ fm and $L=2.8$ fm.
Cut-off effects are investigated using three different values of the lattice
spacings, namely $a=0.089$ fm, $a=0.070$ fm and $a=0.056$ fm. The nucleon axial
charge is obtained in the continuum limit and chirally extrapolated to the
physical pion mass enabling comparison with experiment.",http://arxiv.org/abs/1012.0857v2,[],[]
The Beauty of Spin,['Ulf-G. Meißner'],2010-12-04T14:24:08Z,2010-12-04T14:24:08Z,"I review recent developments in theoretical spin physics. Topics include pion
production in nucleon-nucleon collisions, the implications of heavy quark spin
symmetry for heavy hadron molecules, the nucleon electric dipole form factors
and ab initio calculations of the width of hadron resonances. A few spin
physics high-lights from experiments at the COSY accelerator are also
discussed.",http://arxiv.org/abs/1012.0924v1,[],[]
